Family	Father	Mother	Gender	Height	Kids	X1	X2	X3	X4	X5	X6	outcome
115	69	63.5	F	65	7	12	15	19	5	7	3	7
115	69	63.5	F	63	7	18	18	18	44	20	47	0
115	69	63.5	F	62	7	21	20	20	5	9	7	41
115	69	63.5	F	61	7	6	11	14	10	1	0	33
116	69	63.5	M	70.5	3	13	16	18	11	2	16	20
116	69	63.5	F	63.7	3	21	20	20	62	18	46	4
116	69	63.5	F	63	3	14	15	19	49	13	31	11
117	69.7	62	F	62.5	1	15	17	20	29	12	2	19
118	69.5	62	M	73	3	14	17	19	42	11	29	10
118	69.5	62	M	72	3	14	15	19	46	18	31	25
118	69.5	62	M	69	3	14	16	18	31	14	33	18
119	69	62	M	73	5	12	11	16	19	18	8	1
119	69	62	M	71	5	16	19	19	40	9	36	10
119	69	62	M	71	5	4	13	15	28	11	29	33
119	69	62	M	69	5	20	20	20	58	21	46	3
119	69	62	F	63	5	14	19	18	22	8	39	5
121	69	62.5	M	71	8	17	20	20	71	11	47	6
121	69	62.5	M	70	8	16	16	18	49	17	32	6
121	69	62.5	M	70	8	13	18	18	52	18	0	0
121	69	62.5	M	69	8	15	20	18	48	14	52	3
121	69	62.5	F	63.5	8	16	18	19	14	7	14	4
121	69	62.5	F	62.5	8	14	18	18	33	7	21	NA
121	69	62.5	F	62.5	8	12	16	18	53	16	41	2
121	69	62.5	F	62	8	15	20	20	15	6	3	8
122	69	62	M	72	4	14	15	18	36	23	27	6
122	69	62	M	68	4	14	15	17	53	16	35	19
122	69	62	F	66	4	10	6	9	3	8	0	28
122	69	62	F	66	4	13	14	19	7	4	2	12
123	69.5	61	M	70	5	16	16	19	4	0	1	3
123	69.5	61	M	69.5	5	13	17	19	16	10	1	15
123	69.5	61	M	69	5	16	19	19	48	19	27	62
123	69.5	61	F	63	5	19	20	19	71	25	52	7
123	69.5	61	F	62	5	13	18	19	36	14	44	28
124	69	61	M	68	9	16	16	18	30	10	15	17
124	69	61	M	68	9	16	18	19	27	7	29	54
124	69	61	M	67.5	9	12	14	17	37	13	13	20
124	69	61	M	64	9	13	14	19	39	10	22	11
124	69	61	M	63	9	14	20	19	45	20	41	7
124	69	61	M	63	9	14	12	15	28	21	39	23
124	69	61	F	63.5	9	14	15	19	48	14	2	14
124	69	61	F	62	9	16	11	14	42	13	27	22
124	69	61	F	62	9	19	20	17	73	21	52	34
125	69	60	M	70.5	3	6	5	11	5	8	2	65
125	69	60	F	68	3	16	15	18	8	6	0	43
125	69	60	F	62.5	3	15	18	18	7	12	1	0
126	69	60	M	69	4	14	17	18	27	14	8	2
126	69	60	M	66	4	20	13	18	30	15	21	0
126	69	60	F	61.7	4	16	18	19	25	10	39	1
126	69	60	F	60.5	4	12	18	18	38	15	25	36
127	69	60.5	M	69.5	1	16	18	18	35	17	44	23
128	68.7	70.5	M	71	2	11	18	19	44	12	38	45
128	68.7	70.5	F	61.7	2	16	19	19	7	5	1	5
129	68.5	67	M	73	3	13	16	18	52	20	42	64
129	68.5	67	M	71	3	14	16	19	30	14	3	7
129	68.5	67	F	67	3	9	13	19	56	20	29	18
130	68.5	66.5	M	70	11	8	13	17	21	11	25	40
130	68.5	66.5	M	69	11	10	13	16	33	7	26	17
130	68.5	66.5	M	69	11	14	13	18	4	2	3	5
130	68.5	66.5	M	68.7	11	14	15	18	28	4	31	15
130	68.5	66.5	M	68.5	11	10	15	18	4	0	32	16
130	68.5	66.5	M	68.5	11	13	20	18	48	7	10	7
130	68.5	66.5	M	68	11	NA	NA	NA	NA	NA	NA	5
130	68.5	66.5	M	68	11	15	19	20	8	14	16	18
130	68.5	66.5	M	68	11	10	16	18	6	7	0	13
130	68.5	66.5	F	63.2	11	14	14	16	36	14	16	21
131	68	65	M	67.5	2	10	18	16	37	14	37	18
131	68	65	M	66	2	16	19	20	43	14	20	38
132	68	65.5	M	66	2	15	18	20	23	12	48	14
132	68	65.5	F	64	2	17	19	19	49	21	47	8
133	68	65.5	M	71.7	7	15	18	18	19	8	40	0
133	68	65.5	M	71.5	7	13	17	19	39	14	33	12
133	68	65.5	M	70.7	7	16	18	19	38	13	37	15
133	68	65.5	M	65.5	7	15	19	20	65	23	36	19
133	68	65.5	F	66.5	7	13	20	18	34	9	12	0
133	68	65.5	F	65.2	7	13	13	18	30	7	4	9
133	68	65.5	F	61.5	7	14	17	19	67	23	40	26
134	68	65	M	72	4	13	17	18	1	5	2	12
134	68	65	M	72	4	12	14	17	18	5	22	26
134	68	65	F	68	4	19	20	20	10	13	0	5
134	68	65	F	66	4	15	14	18	11	2	0	7
135	68.5	65	M	69.2	8	12	19	18	9	4	8	22
135	68.5	65	M	68	8	20	20	20	13	10	5	29
135	68.5	65	M	66	8	18	19	20	51	18	1	2
135	68.5	65	M	66	8	11	18	19	0	1	6	25
135	68.5	65	F	62	8	14	18	19	15	8	5	26
135	68.5	65	F	61.5	8	14	16	19	5	4	0	2
135	68.5	65	F	61	8	14	14	16	2	2	0	6
135	68.5	65	F	60	8	16	19	19	42	25	51	26
136	68	64	M	71	10	14	20	19	32	9	43	37
136	68	64	M	68	10	10	13	18	3	1	0	5
136	68	64	M	68	10	14	20	19	6	2	0	38
136	68	64	M	67	10	19	20	20	16	3	8	23
136	68	64	F	65	10	16	19	20	69	16	28	62
136	68	64	F	64	10	15	18	18	13	11	9	2
136	68	64	F	63	10	13	20	19	23	7	0	12
136	68	64	F	63	10	14	18	20	3	3	1	33
136	68	64	F	62	10	14	19	19	7	1	3	2
136	68	64	F	61	10	19	20	19	15	11	3	0
137	68	64	M	66	4	13	8	19	24	8	28	5
137	68	64	M	63	4	11	13	11	16	7	2	69
137	68	64	F	65.5	4	14	12	15	10	4	2	37
137	68	64	F	62	4	10	20	18	34	2	36	19
138	68	64	M	71.2	5	11	13	11	37	12	26	26
138	68	64	M	71.2	5	15	18	19	17	10	18	47
138	68	64	M	69	5	16	18	19	63	16	34	41
138	68	64	M	68.5	5	13	7	12	53	16	7	9
138	68	64	F	62.5	5	15	19	19	35	7	26	35
139	68	64.5	F	62	1	17	20	20	0	2	2	1
140	68	64	M	69	10	16	18	19	28	6	18	43
140	68	64	M	67	10	14	18	17	36	14	13	38
140	68	64	M	66	10	14	16	18	1	2	0	54
140	68	64	F	66	10	10	13	18	27	12	31	20
140	68	64	F	66	10	12	18	19	43	15	39	5
140	68	64	F	65	10	14	15	18	6	1	3	46
140	68	64	F	65	10	14	17	19	42	6	3	18
140	68	64	F	65	10	17	20	19	12	3	2	2
140	68	64	F	64	10	13	11	19	3	4	3	10
140	68	64	F	63	10	16	19	19	6	7	3	13
141	68	63	M	70.5	8	13	16	18	NA	NA	NA	4
141	68	63	M	70	8	14	20	20	38	3	20	35
141	68	63	M	68	8	14	15	19	6	0	4	3
141	68	63	M	66	8	14	17	19	8	7	8	6
141	68	63	M	66	8	17	17	18	21	11	39	8
141	68	63	F	66	8	12	14	17	20	3	1	2
141	68	63	F	62	8	13	20	18	38	15	33	48
141	68	63	F	61.5	8	16	18	19	44	17	47	87
142	68.5	63.5	M	73.5	4	14	19	19	66	21	45	2
142	68.5	63.5	M	70	4	16	19	19	8	5	0	15
142	68.5	63.5	M	69.5	4	17	20	19	49	22	47	6
142	68.5	63.5	F	65.5	4	8	15	19	39	7	4	21
143	68	63	M	67	1	15	18	20	0	2	0	11
144	68	63	M	70	4	10	16	18	25	16	28	12
144	68	63	M	68	4	15	15	18	9	5	1	8
144	68	63	F	64.5	4	14	18	16	32	9	0	13
144	68	63	F	64	4	18	15	19	57	8	56	8
145	68	63	M	71	8	14	15	17	41	15	9	68
145	68	63	M	68	8	12	13	15	25	3	4	6
145	68	63	M	66	8	19	20	19	8	3	10	11
145	68	63	M	65.5	8	14	15	18	19	4	4	17
145	68	63	M	65	8	13	18	19	7	11	1	16
145	68	63	F	63	8	12	18	18	16	7	38	25
145	68	63	F	62	8	14	15	17	60	18	33	27
145	68	63	F	62	8	12	15	19	42	11	34	17
146	68	63	M	67	6	14	13	18	40	18	25	48
146	68	63	M	67	6	13	15	18	29	11	31	19
146	68	63	M	66	6	11	13	18	38	13	41	0
146	68	63	F	64	6	13	11	19	44	14	16	10
146	68	63	F	63.5	6	16	11	14	33	4	0	9
146	68	63	F	61	6	10	18	16	3	1	3	1
147	68.5	63.5	M	68.2	1	10	16	18	13	7	29	9
148	68	63	M	70	1	15	20	18	9	6	5	7
149	68.2	63.5	M	70	5	10	6	9	38	16	29	2
149	68.2	63.5	M	69	5	10	16	18	5	2	3	6
149	68.2	63.5	M	67	5	15	13	15	0	0	0	11
149	68.2	63.5	M	65.5	5	14	11	19	27	9	3	16
149	68.2	63.5	F	64.5	5	16	18	18	7	10	10	NA
150	68	62.5	M	68.5	1	14	18	18	6	4	2	5
151	68.7	62	M	67.7	2	18	20	19	48	17	22	0
151	68.7	62	F	61.7	2	15	18	19	60	26	34	16
152	68	62.5	M	66.5	1	12	12	18	45	13	27	13
153	68	61	M	68.5	5	15	19	20	3	4	0	41
153	68	61	M	68	5	14	18	19	49	17	23	6
153	68	61	M	64	5	14	16	17	50	23	38	28
153	68	61	F	63.5	5	14	19	19	47	18	42	50
153	68	61	F	63	5	20	13	18	20	8	27	32
154	68	60.2	M	66.7	1	16	19	20	19	11	28	13
155	68	60	M	64	7	14	15	17	40	17	43	52
155	68	60	F	61	7	13	13	16	39	19	41	2
155	68	60	F	61	7	13	17	18	25	3	1	4
155	68	60	F	60	7	15	19	18	41	22	28	24
155	68	60	F	60	7	13	18	18	4	7	0	4
155	68	60	F	60	7	NA	NA	NA	44	21	0	0
155	68	60	F	56	7	11	18	19	4	4	5	4
156	68	60	M	67.5	4	12	14	17	32	11	6	2
156	68	60	M	67	4	13	11	19	50	13	37	9
156	68	60	M	66.5	4	17	17	18	41	20	9	9
156	68	60	F	60	4	13	11	12	60	11	32	11
157	68.5	59	M	69	1	13	15	18	38	16	41	3
158	68	59	M	68	10	18	19	20	10	5	0	21
158	68	59	M	65	10	9	13	19	61	22	48	1
158	68	59	M	64.7	10	12	13	15	4	2	0	4
158	68	59	M	64	10	15	18	19	34	7	22	33
158	68	59	M	64	10	14	18	18	46	19	36	57
158	68	59	M	63	10	16	19	20	47	7	23	1
158	68	59	F	65	10	12	11	16	24	10	6	0
158	68	59	F	65	10	16	15	18	39	11	3	3
158	68	59	F	62	10	12	16	19	29	3	2	63
158	68	59	F	61	10	9	18	19	27	5	27	9
159	67	66.2	M	72.7	5	15	13	15	26	6	20	9
159	67	66.2	M	72.7	5	8	13	17	10	9	24	7
159	67	66.2	M	71.5	5	21	19	20	20	9	19	2
159	67	66.2	F	65.5	5	14	16	16	58	22	8	6
159	67	66.2	F	63.5	5	13	20	19	3	4	0	10
160	67	66.5	M	71	1	6	11	14	48	12	17	18
162	67	65	M	69.7	6	13	16	18	15	0	31	11
162	67	65	M	67.5	6	15	19	20	7	10	6	25
162	67	65	F	65.5	6	18	20	19	74	13	46	10
162	67	65	F	65	6	16	15	17	51	21	49	3
162	67	65	F	64.5	6	8	15	19	14	8	8	38
162	67	65	F	63.5	6	18	17	19	29	14	22	18
163	67	65.5	M	70	5	15	19	19	8	3	2	47
163	67	65.5	M	69	5	10	20	18	49	13	34	1
163	67	65.5	F	65.5	5	15	15	18	14	6	4	8
163	67	65.5	F	65.5	5	11	16	17	17	5	25	15
163	67	65.5	F	63	5	14	17	19	26	12	20	0
164	67	65.5	M	70	4	14	18	20	1	1	3	4
164	67	65.5	M	67.7	4	14	19	19	33	13	42	20
164	67	65.5	F	63	4	13	12	17	43	16	32	7
164	67	65.5	F	60	4	14	16	18	42	13	3	13
165	67	65	M	65	3	10	13	16	6	3	5	4
165	67	65	F	62	3	15	14	18	24	4	7	2
165	67	65	F	62	3	18	17	19	35	7	4	11
166	67.5	65	M	71	11	13	18	19	8	1	7	NA
166	67.5	65	M	69	11	16	20	20	51	21	24	10
166	67.5	65	F	64	11	14	14	18	33	8	22	8
166	67.5	65	F	64	11	12	15	19	NA	NA	NA	7
166	67.5	65	F	63	11	13	18	19	0	0	3	56
166	67.5	65	F	63	11	19	20	17	55	21	33	11
166	67.5	65	F	63	11	10	14	19	38	13	23	13
166	67.5	65	F	63	11	15	17	19	48	13	30	26
166	67.5	65	F	63	11	15	15	19	60	25	45	11
166	67.5	65	F	62.5	11	10	14	19	55	15	8	5
166	67.5	65	F	62	11	17	19	19	24	8	1	69
167	67	64	M	71.5	4	6	5	11	45	21	43	4
167	67	64	M	70	4	16	18	18	31	14	45	0
167	67	64	M	67	4	19	20	20	35	9	3	0
167	67	64	M	67	4	15	19	19	36	9	38	2
168	67	63.5	M	71	8	11	18	19	41	19	26	4
168	67	63.5	M	70.2	8	6	11	16	26	4	23	46
168	67	63.5	M	69.2	8	14	17	18	55	18	35	9
168	67	63.5	M	68.5	8	15	15	17	12	5	0	2
168	67	63.5	M	68	8	14	16	17	10	7	9	15
168	67	63.5	M	67	8	13	19	19	46	12	36	3
168	67	63.5	M	65.5	8	14	16	18	36	15	40	10
168	67	63.5	F	63.5	8	13	11	12	49	15	42	5
169	67	63	M	69	3	15	15	19	34	11	26	11
169	67	63	M	68	3	18	19	20	42	13	43	7
169	67	63	F	63	3	14	20	19	65	22	45	NA
170	67.5	62	M	70	5	14	20	19	0	4	3	22
170	67.5	62	M	69.5	5	12	18	18	17	6	0	2
170	67.5	62	M	69	5	12	18	19	1	6	0	7
170	67.5	62	M	68.5	5	10	17	18	1	1	8	5
170	67.5	62	F	66	5	13	13	18	69	23	43	1
171	67	61	M	67	1	12	7	18	23	10	10	4
172	66	67	M	70.5	8	NA	NA	NA	49	21	40	7
172	66	67	M	70.5	8	11	13	19	26	8	2	2
172	66	67	M	67	8	13	12	17	79	24	56	4
172	66	67	M	66	8	14	14	18	3	1	1	3
172	66	67	M	66	8	14	16	19	14	6	2	3
172	66	67	F	62	8	17	20	20	46	13	40	5
172	66	67	F	62	8	15	17	18	51	21	33	4
172	66	67	F	61.5	8	14	12	17	18	0	35	31
173	66	67	M	72	9	14	20	19	30	12	23	60
173	66	67	M	65	9	21	19	20	27	10	4	4
173	66	67	M	65	9	13	13	19	51	19	31	16
173	66	67	F	67	9	16	19	19	12	15	0	79
173	66	67	F	64	9	15	15	18	40	10	12	11
173	66	67	F	64	9	15	15	18	30	8	12	1
173	66	67	F	62	9	12	16	19	27	9	42	20
173	66	67	F	60	9	17	20	20	28	16	18	17
173	66	67	F	60	9	13	13	16	43	14	39	10
174	66	66	M	66	5	14	18	17	66	18	32	10
174	66	66	M	65	5	12	12	18	6	3	2	18
174	66	66	F	67	5	15	18	18	0	0	3	22
174	66	66	F	66.5	5	16	15	18	57	23	36	22
174	66	66	F	65.5	5	13	19	19	7	5	27	NA
175	66	66	M	72	6	16	19	20	8	11	14	13
175	66	66	M	68	6	4	13	15	4	1	0	29
175	66	66	F	66	6	15	16	17	39	9	3	0
175	66	66	F	65	6	11	13	18	42	13	26	4
175	66	66	F	62	6	10	14	17	50	20	36	5
175	66	66	F	61	6	15	17	20	42	22	43	16
176	66.5	65	M	68.7	8	14	12	17	17	7	38	17
176	66.5	65	M	68.5	8	17	17	20	2	0	2	15
176	66.5	65	M	66.5	8	14	19	19	63	15	52	3
176	66.5	65	M	64.5	8	19	20	19	65	25	51	13
176	66.5	65	F	62.5	8	10	15	18	21	8	29	3
176	66.5	65	F	60.5	8	16	18	19	60	22	25	21
176	66.5	65	F	60.5	8	12	19	18	35	14	45	14
176	66.5	65	F	57.5	8	14	17	19	40	16	33	15
177	66	65.5	M	72	5	10	17	18	47	18	33	2
177	66	65.5	M	71	5	13	17	18	34	16	21	2
177	66	65.5	M	67	5	16	15	18	11	5	9	12
177	66	65.5	F	66	5	14	11	19	5	2	0	12
177	66	65.5	F	65	5	15	17	19	38	11	35	44
178	66	63	M	70	1	15	16	17	55	21	36	3
179	66	63.5	F	64.5	2	13	20	19	47	11	32	47
179	66	63.5	F	62	2	11	16	16	1	0	0	23
180	66.5	63	M	67.2	6	15	19	19	5	7	3	15
180	66.5	63	M	67	6	12	18	18	44	20	47	24
180	66.5	63	M	65	6	13	16	18	5	9	7	26
180	66.5	63	F	65	6	12	18	18	10	1	0	16
180	66.5	63	F	65	6	14	15	18	11	2	16	12
180	66.5	63	F	63	6	15	17	18	62	18	46	23
181	66.5	62.5	M	70	7	14	13	16	49	13	31	10
181	66.5	62.5	M	68	7	15	16	19	29	12	2	11
181	66.5	62.5	F	63.5	7	13	8	19	42	11	29	7
181	66.5	62.5	F	62.5	7	13	17	18	46	18	31	5
181	66.5	62.5	F	62.5	7	15	19	19	31	14	33	8
181	66.5	62.5	F	62.5	7	14	17	19	19	18	8	30
181	66.5	62.5	F	62.5	7	14	16	19	40	9	36	7
182	66	61.5	M	70	1	14	18	16	28	11	29	0
183	66	60	M	68	4	15	19	19	58	21	46	18
183	66	60	M	67	4	12	15	19	22	8	39	6
183	66	60	M	65	4	16	19	19	71	11	47	42
183	66	60	F	60	4	10	14	17	49	17	32	66
184	66	60	M	65	1	14	17	18	52	18	0	8
185	66	59	M	68	15	17	19	19	48	14	52	22
185	66	59	M	67	15	16	15	17	14	7	14	0
185	66	59	M	66.5	15	16	19	20	33	7	21	3
185	66	59	M	66	15	14	17	19	53	16	41	35
185	66	59	M	65.7	15	17	19	19	15	6	3	24
185	66	59	M	65.5	15	18	15	19	36	23	27	43
185	66	59	M	65	15	15	19	18	53	16	35	47
185	66	59	F	65	15	16	20	20	3	8	0	28
185	66	59	F	64	15	13	18	18	7	4	2	5
185	66	59	F	63	15	14	13	16	4	0	1	16
185	66	59	F	62	15	12	15	19	16	10	1	13
185	66	59	F	61	15	18	18	18	48	19	27	1
185	66	59	F	60	15	21	20	20	71	25	52	48
185	66	59	F	58	15	6	11	14	36	14	44	38
185	66	59	F	57	15	13	16	18	30	10	15	39
186	65	67	M	66.5	4	21	20	20	27	7	29	3
186	65	67	M	66	4	14	15	19	37	13	13	9
186	65	67	M	66	4	15	17	20	39	10	22	12
186	65	67	F	65	4	14	17	19	45	20	41	38
187	65	67	F	63	1	14	15	19	28	21	39	2
188	65	66	M	63	4	14	16	18	48	14	2	0
188	65	66	F	63	4	12	11	16	42	13	27	3
188	65	66	F	63	4	16	19	19	73	21	52	14
188	65	66	F	60	4	4	13	15	5	8	2	9
190	65	65	M	69	9	20	20	20	8	6	0	12
190	65	65	M	68	9	14	19	18	7	12	1	22
190	65	65	M	68	9	17	20	20	27	14	8	0
190	65	65	F	65	9	16	16	18	30	15	21	7
190	65	65	F	65	9	13	18	18	25	10	39	14
190	65	65	F	62	9	15	20	18	38	15	25	15
190	65	65	F	62	9	16	18	19	35	17	44	26
190	65	65	F	61	9	14	18	18	44	12	38	11
190	65	65	F	59	9	12	16	18	7	5	1	13
191	65	65.5	M	70.7	2	15	20	20	52	20	42	1
191	65	65.5	F	65.5	2	14	15	18	30	14	3	49
192	65	65	M	69.2	6	14	15	17	56	20	29	6
192	65	65	M	69	6	10	6	9	21	11	25	2
192	65	65	M	68	6	13	14	19	33	7	26	5
192	65	65	M	67.7	6	16	16	19	4	2	3	7
192	65	65	F	64.5	6	13	17	19	28	4	31	12
192	65	65	F	60.5	6	16	19	19	4	0	32	10
193	65	64	M	67	6	19	20	19	48	7	10	23
193	65	64	M	67	6	13	18	19	NA	NA	NA	6
193	65	64	F	64	6	16	16	18	8	14	16	0
193	65	64	F	64	6	16	18	19	6	7	0	19
193	65	64	F	62.5	6	12	14	17	36	14	16	7
193	65	64	F	60.5	6	13	14	19	37	14	37	0
194	65	63	M	70	2	14	20	19	43	14	20	41
194	65	63	F	63	2	14	12	15	23	12	48	33
195	65	63	M	66	3	14	15	19	49	21	47	20
195	65	63	M	66	3	16	11	14	19	8	40	4
195	65	63	F	63	3	19	20	17	39	14	33	11
196	65.5	63	M	71	4	6	5	11	38	13	37	19
196	65.5	63	M	71	4	16	15	18	65	23	36	10
196	65.5	63	M	69	4	15	18	18	34	9	12	25
196	65.5	63	F	63.5	4	14	17	18	30	7	4	18
197	65.5	60	M	68	5	20	13	18	67	23	40	1
197	65.5	60	M	68	5	16	18	19	1	5	2	10
197	65.5	60	M	67	5	12	18	18	18	5	22	33
197	65.5	60	M	67	5	16	18	18	10	13	0	3
197	65.5	60	F	62	5	11	18	19	11	2	0	5
198	64	64	M	71.5	7	16	19	19	9	4	8	6
198	64	64	M	68	7	13	16	18	13	10	5	6
198	64	64	F	65.5	7	14	16	19	51	18	1	0
198	64	64	F	64	7	9	13	19	0	1	6	3
198	64	64	F	62	7	8	13	17	15	8	5	4
198	64	64	F	62	7	10	13	16	5	4	0	NA
198	64	64	F	61	7	14	13	18	2	2	0	2
199	64	64	M	70.5	7	14	15	18	42	25	51	8
199	64	64	M	68	7	10	15	18	32	9	43	6
199	64	64	F	67	7	13	20	18	3	1	0	19
199	64	64	F	65	7	NA	NA	NA	6	2	0	28
199	64	64	F	64	7	15	19	20	16	3	8	12
199	64	64	F	64	7	10	16	18	69	16	28	3
199	64	64	F	60	7	14	14	16	13	11	9	15
200	64	63	M	64.5	1	10	18	16	23	7	0	62
201	64	60	M	66	2	16	19	20	3	3	1	7
201	64	60	F	60	2	15	18	20	7	1	3	28
203	62	66	M	64	3	17	19	19	15	11	3	17
203	62	66	F	62	3	15	18	18	24	8	28	54
203	62	66	F	61	3	13	17	19	16	7	2	20
204	62.5	63	M	66.5	2	16	18	19	10	4	2	11
204	62.5	63	F	57	2	15	19	20	34	2	36	7
136A	68.5	65	M	72	8	13	20	18	37	12	26	23
136A	68.5	65	M	70.5	8	13	13	18	17	10	18	14
136A	68.5	65	M	68.7	8	14	17	19	63	16	34	22
136A	68.5	65	M	68.5	8	13	17	18	53	16	7	34
136A	68.5	65	M	67.7	8	12	14	17	35	7	26	65
136A	68.5	65	F	64	8	19	20	20	0	2	2	43
136A	68.5	65	F	63.5	8	15	14	18	28	6	18	0
136A	68.5	65	F	63	8	12	19	18	36	14	13	2
